time,frequency,confidence
9.460,87.236,0.903731
9.470,87.046,0.901046
9.480,86.675,0.917482
9.490,86.575,0.907828
9.500,86.817,0.863292
9.510,87.567,0.607287
9.520,89.701,0.222095
9.530,92.205,0.103139
9.540,174.631,0.189492
9.550,174.440,0.401454
9.560,87.135,0.663395
9.570,86.721,0.766382
9.580,86.927,0.879214
9.590,87.252,0.906112
9.600,87.325,0.927136
9.610,87.413,0.940388
9.620,87.398,0.939882
9.630,87.305,0.944002
9.640,87.321,0.940248
9.650,87.310,0.936563
9.660,87.175,0.906160
9.670,86.972,0.856001
9.680,86.795,0.658784
9.690,86.180,0.180138
9.700,32.154,0.517132
9.710,354.042,0.178566
9.720,174.930,0.419184
9.730,175.391,0.445854
9.740,87.499,0.533838
9.750,87.233,0.586354
9.760,87.082,0.742338
9.770,87.226,0.608346
9.780,87.127,0.547734
9.790,87.130,0.707819
9.800,87.174,0.564536
9.810,87.002,0.794062
9.820,87.035,0.604012
9.830,86.779,0.707458
9.840,86.669,0.540462
9.850,171.849,0.449985
9.860,169.499,0.479934
9.870,167.769,0.433637
9.880,171.973,0.362503
9.890,172.796,0.459795
9.900,173.823,0.386710
9.910,86.130,0.492544
9.920,86.363,0.785129
9.930,86.910,0.852095
9.940,86.840,0.912057
9.950,86.889,0.917599
9.960,86.992,0.919215
9.970,87.160,0.913064
9.980,87.123,0.918122
9.990,87.017,0.920205
10.000,86.941,0.922513
10.010,86.644,0.902009
10.020,86.491,0.774627
10.030,85.527,0.274039
10.040,82.060,0.197644
10.050,78.897,0.268106
10.060,78.949,0.094921
10.070,80.638,0.105436
10.080,81.649,0.257067
10.090,81.845,0.504280
10.100,81.782,0.676959
10.110,81.941,0.802294
10.120,82.055,0.874417
10.130,82.219,0.931401
10.140,82.154,0.918868
10.150,82.272,0.932862
10.160,82.483,0.956360
10.170,82.233,0.916270
10.180,82.156,0.702393
10.190,82.809,0.590430
10.200,84.356,0.344376
10.210,167.823,0.268041
10.220,85.069,0.459528
10.230,83.258,0.698748
10.240,82.688,0.878548
10.250,82.274,0.921994
10.260,82.148,0.916259
10.270,82.180,0.931656
10.280,82.034,0.926081
10.290,81.994,0.933062
10.300,82.086,0.935962
10.310,82.214,0.931679
10.320,82.391,0.948908
10.330,82.547,0.948197
10.340,82.607,0.945497
10.350,82.820,0.918752
10.360,82.801,0.825275
10.370,83.069,0.643302
10.380,84.691,0.177838
10.390,85.497,0.262937
10.400,33.055,0.231067
10.410,165.512,0.210385
10.420,81.548,0.651304
10.430,81.151,0.821611
10.440,81.716,0.776901
10.450,81.869,0.781638
10.460,81.852,0.915638
10.470,82.113,0.871468
10.480,82.151,0.901049
10.490,82.213,0.912587
10.500,82.024,0.919454
10.510,81.764,0.836876
10.520,157.011,0.500895
10.530,156.279,0.558960
10.540,160.934,0.379815
10.550,160.314,0.382238
10.560,81.320,0.281480
10.570,82.582,0.285691
10.580,82.353,0.707181
10.590,81.707,0.840147
10.600,81.855,0.924151
10.610,82.005,0.915243
